user_id,gender,country,interests,ctr,saves,positive_topic,negative_topic
11,1,3,"[19, 24, 78, 48, 86]",0.27,98,19,12
11,1,3,"[19, 24, 78, 48, 86]",0.27,98,48,93
12,1,3,"[92, 93]",0.151,35,92,71
12,1,3,"[92, 93]",0.151,35,93,22
13,1,4,"[73, 13, 6, 78, 43, 60, 29]",0.195,9,78,44
13,1,4,"[73, 13, 6, 78, 43, 60, 29]",0.195,9,29,53
13,1,4,"[73, 13, 6, 78, 43, 60, 29]",0.195,9,60,25
13,1,4,"[73, 13, 6, 78, 43, 60, 29]",0.195,9,6,10
13,1,4,"[73, 13, 6, 78, 43, 60, 29]",0.195,9,73,95
14,1,2,"[87, 75, 92, 9, 40, 28, 56]",0.416,56,92,73
14,1,2,"[87, 75, 92, 9, 40, 28, 56]",0.416,56,9,50
14,1,2,"[87, 75, 92, 9, 40, 28, 56]",0.416,56,87,90
14,1,2,"[87, 75, 92, 9, 40, 28, 56]",0.416,56,75,17
14,1,2,"[87, 75, 92, 9, 40, 28, 56]",0.416,56,56,57
15,1,0,"[6, 61]",0.26,64,6,38
15,1,0,"[6, 61]",0.26,64,61,31
16,1,1,"[55, 82]",0.303,60,82,35
16,1,1,"[55, 82]",0.303,60,55,36
17,0,3,"[2, 87, 77, 65, 40, 19, 89]",0.055,67,87,75
17,0,3,"[2, 87, 77, 65, 40, 19, 89]",0.055,67,40,55
17,0,3,"[2, 87, 77, 65, 40, 19, 89]",0.055,67,89,66
17,0,3,"[2, 87, 77, 65, 40, 19, 89]",0.055,67,77,63
17,0,3,"[2, 87, 77, 65, 40, 19, 89]",0.055,67,65,5
18,1,0,"[42, 65, 10, 35, 15, 11]",0.187,63,10,87
18,1,0,"[42, 65, 10, 35, 15, 11]",0.187,63,11,2
18,1,0,"[42, 65, 10, 35, 15, 11]",0.187,63,65,71
18,1,0,"[42, 65, 10, 35, 15, 11]",0.187,63,35,32
18,1,0,"[42, 65, 10, 35, 15, 11]",0.187,63,42,25
19,1,4,[54],0.292,100,54,93
20,1,4,"[29, 25]",0.036,74,25,38
20,1,4,"[29, 25]",0.036,74,29,71
21,0,2,[34],0.316,64,34,3
22,1,1,"[2, 27, 10, 83]",0.298,81,2,91
22,1,1,"[2, 27, 10, 83]",0.298,81,10,76
22,1,1,"[2, 27, 10, 83]",0.298,81,27,16
22,1,1,"[2, 27, 10, 83]",0.298,81,83,33
23,0,2,"[53, 24, 25, 54, 18, 65, 29, 78, 73, 91]",0.148,41,91,26
23,0,2,"[53, 24, 25, 54, 18, 65, 29, 78, 73, 91]",0.148,41,54,58
23,0,2,"[53, 24, 25, 54, 18, 65, 29, 78, 73, 91]",0.148,41,53,30
23,0,2,"[53, 24, 25, 54, 18, 65, 29, 78, 73, 91]",0.148,41,65,78
23,0,2,"[53, 24, 25, 54, 18, 65, 29, 78, 73, 91]",0.148,41,24,62
24,0,3,"[70, 58, 83, 48, 52, 82, 43, 72]",0.196,80,72,84
24,0,3,"[70, 58, 83, 48, 52, 82, 43, 72]",0.196,80,83,27
24,0,3,"[70, 58, 83, 48, 52, 82, 43, 72]",0.196,80,82,88
24,0,3,"[70, 58, 83, 48, 52, 82, 43, 72]",0.196,80,48,23
24,0,3,"[70, 58, 83, 48, 52, 82, 43, 72]",0.196,80,43,92
25,1,4,"[72, 32, 62, 60, 79, 65, 80, 71]",0.12,51,71,46
25,1,4,"[72, 32, 62, 60, 79, 65, 80, 71]",0.12,51,62,8
25,1,4,"[72, 32, 62, 60, 79, 65, 80, 71]",0.12,51,80,91
25,1,4,"[72, 32, 62, 60, 79, 65, 80, 71]",0.12,51,32,26
25,1,4,"[72, 32, 62, 60, 79, 65, 80, 71]",0.12,51,60,41
26,0,4,"[77, 90, 7, 43, 25]",0.08,84,43,87
26,0,4,"[77, 90, 7, 43, 25]",0.08,84,25,94
26,0,4,"[77, 90, 7, 43, 25]",0.08,84,90,48
26,0,4,"[77, 90, 7, 43, 25]",0.08,84,7,52
26,0,4,"[77, 90, 7, 43, 25]",0.08,84,77,38
27,1,2,[61],0.142,90,61,89
28,1,0,"[37, 48, 51, 11, 52, 15]",0.114,31,37,24
28,1,0,"[37, 48, 51, 11, 52, 15]",0.114,31,48,84
28,1,0,"[37, 48, 51, 11, 52, 15]",0.114,31,11,47
28,1,0,"[37, 48, 51, 11, 52, 15]",0.114,31,15,91
28,1,0,"[37, 48, 51, 11, 52, 15]",0.114,31,51,19
29,1,3,"[86, 10, 43, 15, 31]",0.19,70,43,30
29,1,3,"[86, 10, 43, 15, 31]",0.19,70,86,34
29,1,3,"[86, 10, 43, 15, 31]",0.19,70,15,82
29,1,3,"[86, 10, 43, 15, 31]",0.19,70,10,57
29,1,3,"[86, 10, 43, 15, 31]",0.19,70,31,52
30,0,1,"[2, 11, 22, 18, 46]",0.059,28,11,54
30,0,1,"[2, 11, 22, 18, 46]",0.059,28,46,31
30,0,1,"[2, 11, 22, 18, 46]",0.059,28,2,91
30,0,1,"[2, 11, 22, 18, 46]",0.059,28,18,90
30,0,1,"[2, 11, 22, 18, 46]",0.059,28,22,54
31,0,4,"[22, 1, 95]",0.036,30,22,72
31,0,4,"[22, 1, 95]",0.036,30,95,96
31,0,4,"[22, 1, 95]",0.036,30,1,7
32,0,4,"[33, 4, 46]",0.165,15,4,51
32,0,4,"[33, 4, 46]",0.165,15,33,70
32,0,4,"[33, 4, 46]",0.165,15,46,86
33,0,3,"[10, 94, 89, 40]",0.304,77,94,55
33,0,3,"[10, 94, 89, 40]",0.304,77,89,2
33,0,3,"[10, 94, 89, 40]",0.304,77,10,66
33,0,3,"[10, 94, 89, 40]",0.304,77,40,20
34,0,3,"[85, 4, 20]",0.231,80,20,9
34,0,3,"[85, 4, 20]",0.231,80,85,89
34,0,3,"[85, 4, 20]",0.231,80,4,90
35,0,1,"[76, 79, 75, 43, 28, 71, 88, 78, 27, 36]",0.117,100,75,33
35,0,1,"[76, 79, 75, 43, 28, 71, 88, 78, 27, 36]",0.117,100,88,51
35,0,1,"[76, 79, 75, 43, 28, 71, 88, 78, 27, 36]",0.117,100,43,21
35,0,1,"[76, 79, 75, 43, 28, 71, 88, 78, 27, 36]",0.117,100,27,94
35,0,1,"[76, 79, 75, 43, 28, 71, 88, 78, 27, 36]",0.117,100,71,15
36,0,2,"[84, 52, 41, 37, 0, 55, 33, 39, 71]",0.03,76,37,87
36,0,2,"[84, 52, 41, 37, 0, 55, 33, 39, 71]",0.03,76,52,9
36,0,2,"[84, 52, 41, 37, 0, 55, 33, 39, 71]",0.03,76,39,61
36,0,2,"[84, 52, 41, 37, 0, 55, 33, 39, 71]",0.03,76,84,73
36,0,2,"[84, 52, 41, 37, 0, 55, 33, 39, 71]",0.03,76,33,12
37,0,4,"[7, 48, 94, 22]",0.166,7,94,13
37,0,4,"[7, 48, 94, 22]",0.166,7,48,33
37,0,4,"[7, 48, 94, 22]",0.166,7,7,42
37,0,4,"[7, 48, 94, 22]",0.166,7,22,55
38,1,1,"[73, 34, 71, 47, 36, 98]",0.392,50,71,24
38,1,1,"[73, 34, 71, 47, 36, 98]",0.392,50,47,61
38,1,1,"[73, 34, 71, 47, 36, 98]",0.392,50,98,52
38,1,1,"[73, 34, 71, 47, 36, 98]",0.392,50,73,76
38,1,1,"[73, 34, 71, 47, 36, 98]",0.392,50,34,49
39,0,3,"[39, 45, 98, 4]",0.266,77,39,93
39,0,3,"[39, 45, 98, 4]",0.266,77,45,44
39,0,3,"[39, 45, 98, 4]",0.266,77,4,80
39,0,3,"[39, 45, 98, 4]",0.266,77,98,16
40,1,0,"[19, 53, 16, 77, 17]",0.287,43,17,97
40,1,0,"[19, 53, 16, 77, 17]",0.287,43,77,0
40,1,0,"[19, 53, 16, 77, 17]",0.287,43,53,47
40,1,0,"[19, 53, 16, 77, 17]",0.287,43,16,8
40,1,0,"[19, 53, 16, 77, 17]",0.287,43,19,47
41,1,3,[15],0.275,68,15,67
42,0,0,"[7, 38, 66, 69]",0.037,77,69,78
42,0,0,"[7, 38, 66, 69]",0.037,77,66,65
42,0,0,"[7, 38, 66, 69]",0.037,77,7,73
42,0,0,"[7, 38, 66, 69]",0.037,77,38,88
43,0,2,"[48, 74, 81]",0.309,11,48,15
43,0,2,"[48, 74, 81]",0.309,11,74,20
43,0,2,"[48, 74, 81]",0.309,11,81,33
44,1,0,"[73, 14, 81, 24, 96]",0.029,25,81,40
44,1,0,"[73, 14, 81, 24, 96]",0.029,25,73,66
44,1,0,"[73, 14, 81, 24, 96]",0.029,25,96,69
44,1,0,"[73, 14, 81, 24, 96]",0.029,25,24,18
44,1,0,"[73, 14, 81, 24, 96]",0.029,25,14,69
45,1,2,"[54, 22, 96, 11]",0.15,97,11,21
45,1,2,"[54, 22, 96, 11]",0.15,97,22,87
45,1,2,"[54, 22, 96, 11]",0.15,97,54,45
45,1,2,"[54, 22, 96, 11]",0.15,97,96,27
46,0,4,"[37, 62, 74, 66, 58, 70, 12, 5, 4]",0.091,60,58,82
46,0,4,"[37, 62, 74, 66, 58, 70, 12, 5, 4]",0.091,60,70,0
46,0,4,"[37, 62, 74, 66, 58, 70, 12, 5, 4]",0.091,60,5,86
46,0,4,"[37, 62, 74, 66, 58, 70, 12, 5, 4]",0.091,60,12,8
46,0,4,"[37, 62, 74, 66, 58, 70, 12, 5, 4]",0.091,60,74,87
47,1,1,"[47, 41]",0.449,32,47,2
47,1,1,"[47, 41]",0.449,32,41,2
48,0,2,"[42, 85, 26, 93]",0.199,93,26,0
48,0,2,"[42, 85, 26, 93]",0.199,93,85,51
48,0,2,"[42, 85, 26, 93]",0.199,93,42,16
48,0,2,"[42, 85, 26, 93]",0.199,93,93,21
49,1,3,"[8, 84, 26, 69]",0.318,74,8,46
49,1,3,"[8, 84, 26, 69]",0.318,74,69,92
49,1,3,"[8, 84, 26, 69]",0.318,74,84,24
49,1,3,"[8, 84, 26, 69]",0.318,74,26,86
50,1,1,"[70, 73, 98]",0.245,58,73,28
50,1,1,"[70, 73, 98]",0.245,58,70,11
50,1,1,"[70, 73, 98]",0.245,58,98,52
51,0,4,"[95, 19, 99, 79, 86, 17, 55, 22, 82]",0.028,25,19,63
51,0,4,"[95, 19, 99, 79, 86, 17, 55, 22, 82]",0.028,25,99,59
51,0,4,"[95, 19, 99, 79, 86, 17, 55, 22, 82]",0.028,25,79,97
51,0,4,"[95, 19, 99, 79, 86, 17, 55, 22, 82]",0.028,25,95,65
51,0,4,"[95, 19, 99, 79, 86, 17, 55, 22, 82]",0.028,25,55,73
52,1,3,"[74, 6]",0.477,58,74,91
52,1,3,"[74, 6]",0.477,58,6,13
53,0,2,"[62, 59, 53, 31, 32, 71, 70]",0.179,48,70,68
53,0,2,"[62, 59, 53, 31, 32, 71, 70]",0.179,48,62,40
53,0,2,"[62, 59, 53, 31, 32, 71, 70]",0.179,48,59,71
53,0,2,"[62, 59, 53, 31, 32, 71, 70]",0.179,48,53,77
53,0,2,"[62, 59, 53, 31, 32, 71, 70]",0.179,48,31,9
54,0,4,"[24, 59, 57, 47, 71, 91, 78]",0.168,67,91,50
54,0,4,"[24, 59, 57, 47, 71, 91, 78]",0.168,67,57,99
54,0,4,"[24, 59, 57, 47, 71, 91, 78]",0.168,67,24,85
54,0,4,"[24, 59, 57, 47, 71, 91, 78]",0.168,67,59,76
54,0,4,"[24, 59, 57, 47, 71, 91, 78]",0.168,67,78,61
55,0,0,"[91, 1, 52]",0.31,15,52,9
55,0,0,"[91, 1, 52]",0.31,15,91,58
55,0,0,"[91, 1, 52]",0.31,15,1,86
56,1,0,"[21, 59, 61, 34, 92, 44, 82]",0.44,91,34,40
56,1,0,"[21, 59, 61, 34, 92, 44, 82]",0.44,91,44,4
56,1,0,"[21, 59, 61, 34, 92, 44, 82]",0.44,91,61,1
56,1,0,"[21, 59, 61, 34, 92, 44, 82]",0.44,91,92,33
56,1,0,"[21, 59, 61, 34, 92, 44, 82]",0.44,91,82,78
57,1,4,"[48, 37, 75, 55, 61]",0.339,17,75,59
57,1,4,"[48, 37, 75, 55, 61]",0.339,17,55,58
57,1,4,"[48, 37, 75, 55, 61]",0.339,17,61,76
57,1,4,"[48, 37, 75, 55, 61]",0.339,17,48,58
57,1,4,"[48, 37, 75, 55, 61]",0.339,17,37,41
58,1,1,"[52, 58]",0.024,94,52,48
58,1,1,"[52, 58]",0.024,94,58,23
59,1,3,"[43, 86, 55, 18, 13, 56]",0.148,4,86,76
59,1,3,"[43, 86, 55, 18, 13, 56]",0.148,4,43,8
59,1,3,"[43, 86, 55, 18, 13, 56]",0.148,4,56,21
59,1,3,"[43, 86, 55, 18, 13, 56]",0.148,4,18,27
59,1,3,"[43, 86, 55, 18, 13, 56]",0.148,4,55,69
60,1,4,"[36, 89]",0.181,68,36,66
60,1,4,"[36, 89]",0.181,68,89,69
61,1,0,"[76, 90, 86, 82, 58, 48]",0.203,96,86,65
61,1,0,"[76, 90, 86, 82, 58, 48]",0.203,96,76,62
61,1,0,"[76, 90, 86, 82, 58, 48]",0.203,96,48,39
61,1,0,"[76, 90, 86, 82, 58, 48]",0.203,96,82,75
61,1,0,"[76, 90, 86, 82, 58, 48]",0.203,96,58,74
62,1,4,"[43, 91]",0.172,36,91,30
62,1,4,"[43, 91]",0.172,36,43,25
63,1,3,"[30, 77, 82, 78, 7, 26, 47, 85, 56, 32]",0.302,28,7,87
63,1,3,"[30, 77, 82, 78, 7, 26, 47, 85, 56, 32]",0.302,28,47,24
63,1,3,"[30, 77, 82, 78, 7, 26, 47, 85, 56, 32]",0.302,28,78,45
63,1,3,"[30, 77, 82, 78, 7, 26, 47, 85, 56, 32]",0.302,28,26,48
63,1,3,"[30, 77, 82, 78, 7, 26, 47, 85, 56, 32]",0.302,28,56,96
64,1,4,"[35, 72, 67, 1]",0.146,32,35,4
64,1,4,"[35, 72, 67, 1]",0.146,32,67,51
64,1,4,"[35, 72, 67, 1]",0.146,32,1,17
64,1,4,"[35, 72, 67, 1]",0.146,32,72,30
65,1,0,"[99, 8, 70, 3, 69, 5, 6, 11, 40]",0.335,4,69,66
65,1,0,"[99, 8, 70, 3, 69, 5, 6, 11, 40]",0.335,4,6,52
65,1,0,"[99, 8, 70, 3, 69, 5, 6, 11, 40]",0.335,4,5,26
65,1,0,"[99, 8, 70, 3, 69, 5, 6, 11, 40]",0.335,4,70,44
65,1,0,"[99, 8, 70, 3, 69, 5, 6, 11, 40]",0.335,4,40,87
66,1,0,"[52, 36, 24, 94, 73, 72, 38]",0.256,63,24,16
66,1,0,"[52, 36, 24, 94, 73, 72, 38]",0.256,63,52,2
66,1,0,"[52, 36, 24, 94, 73, 72, 38]",0.256,63,36,28
66,1,0,"[52, 36, 24, 94, 73, 72, 38]",0.256,63,73,25
66,1,0,"[52, 36, 24, 94, 73, 72, 38]",0.256,63,94,32
67,1,1,"[91, 22, 67, 6, 83, 33]",0.368,54,33,98
67,1,1,"[91, 22, 67, 6, 83, 33]",0.368,54,67,98
67,1,1,"[91, 22, 67, 6, 83, 33]",0.368,54,91,44
67,1,1,"[91, 22, 67, 6, 83, 33]",0.368,54,83,77
67,1,1,"[91, 22, 67, 6, 83, 33]",0.368,54,22,38
68,0,3,"[24, 82, 83, 51]",0.397,83,83,78
68,0,3,"[24, 82, 83, 51]",0.397,83,82,91
68,0,3,"[24, 82, 83, 51]",0.397,83,51,77
68,0,3,"[24, 82, 83, 51]",0.397,83,24,56
69,0,0,"[84, 66, 55, 24, 40, 8, 5, 16]",0.019,17,66,32
69,0,0,"[84, 66, 55, 24, 40, 8, 5, 16]",0.019,17,24,5
69,0,0,"[84, 66, 55, 24, 40, 8, 5, 16]",0.019,17,55,63
69,0,0,"[84, 66, 55, 24, 40, 8, 5, 16]",0.019,17,8,49
69,0,0,"[84, 66, 55, 24, 40, 8, 5, 16]",0.019,17,84,3
70,0,4,"[85, 93, 68]",0.282,55,93,79
70,0,4,"[85, 93, 68]",0.282,55,85,99
70,0,4,"[85, 93, 68]",0.282,55,68,0
71,0,0,"[24, 96, 64]",0.463,1,24,70
71,0,0,"[24, 96, 64]",0.463,1,64,37
71,0,0,"[24, 96, 64]",0.463,1,96,63
72,0,2,[19],0.196,89,19,66
73,1,0,"[12, 3, 59, 53]",0.456,14,53,62
73,1,0,"[12, 3, 59, 53]",0.456,14,3,88
73,1,0,"[12, 3, 59, 53]",0.456,14,12,86
73,1,0,"[12, 3, 59, 53]",0.456,14,59,45
74,1,3,"[68, 24, 51]",0.075,51,24,6
74,1,3,"[68, 24, 51]",0.075,51,68,46
74,1,3,"[68, 24, 51]",0.075,51,51,61
75,0,4,"[60, 50, 88, 82, 9, 73, 54, 46]",0.139,44,50,24
75,0,4,"[60, 50, 88, 82, 9, 73, 54, 46]",0.139,44,88,92
75,0,4,"[60, 50, 88, 82, 9, 73, 54, 46]",0.139,44,46,41
75,0,4,"[60, 50, 88, 82, 9, 73, 54, 46]",0.139,44,60,37
75,0,4,"[60, 50, 88, 82, 9, 73, 54, 46]",0.139,44,82,77
76,0,0,[72],0.032,77,72,34
77,0,4,"[94, 35, 4, 42]",0.308,28,42,86
77,0,4,"[94, 35, 4, 42]",0.308,28,4,47
77,0,4,"[94, 35, 4, 42]",0.308,28,94,80
77,0,4,"[94, 35, 4, 42]",0.308,28,35,72
78,0,1,"[2, 72, 54, 13, 38, 37, 63, 86, 8]",0.293,51,38,1
78,0,1,"[2, 72, 54, 13, 38, 37, 63, 86, 8]",0.293,51,13,68
78,0,1,"[2, 72, 54, 13, 38, 37, 63, 86, 8]",0.293,51,63,80
78,0,1,"[2, 72, 54, 13, 38, 37, 63, 86, 8]",0.293,51,2,80
78,0,1,"[2, 72, 54, 13, 38, 37, 63, 86, 8]",0.293,51,54,48
79,0,1,"[68, 47, 90, 51, 27, 58, 4, 10]",0.331,23,51,29
79,0,1,"[68, 47, 90, 51, 27, 58, 4, 10]",0.331,23,90,30
79,0,1,"[68, 47, 90, 51, 27, 58, 4, 10]",0.331,23,47,53
79,0,1,"[68, 47, 90, 51, 27, 58, 4, 10]",0.331,23,68,5
79,0,1,"[68, 47, 90, 51, 27, 58, 4, 10]",0.331,23,58,89
80,0,1,"[21, 5]",0.146,70,5,97
80,0,1,"[21, 5]",0.146,70,21,13
81,1,3,"[24, 85, 84, 34, 9, 45]",0.32,95,84,66
81,1,3,"[24, 85, 84, 34, 9, 45]",0.32,95,9,29
81,1,3,"[24, 85, 84, 34, 9, 45]",0.32,95,85,32
81,1,3,"[24, 85, 84, 34, 9, 45]",0.32,95,45,36
81,1,3,"[24, 85, 84, 34, 9, 45]",0.32,95,34,99
82,0,2,"[9, 84]",0.094,21,84,3
82,0,2,"[9, 84]",0.094,21,9,66
83,0,4,"[1, 72, 5, 92, 22, 98, 7, 8]",0.227,55,72,64
83,0,4,"[1, 72, 5, 92, 22, 98, 7, 8]",0.227,55,8,68
83,0,4,"[1, 72, 5, 92, 22, 98, 7, 8]",0.227,55,22,2
83,0,4,"[1, 72, 5, 92, 22, 98, 7, 8]",0.227,55,1,90
83,0,4,"[1, 72, 5, 92, 22, 98, 7, 8]",0.227,55,5,78
84,0,0,"[75, 80, 82, 79, 6, 19, 2, 88, 74]",0.309,39,80,31
84,0,0,"[75, 80, 82, 79, 6, 19, 2, 88, 74]",0.309,39,88,26
84,0,0,"[75, 80, 82, 79, 6, 19, 2, 88, 74]",0.309,39,75,87
84,0,0,"[75, 80, 82, 79, 6, 19, 2, 88, 74]",0.309,39,19,16
84,0,0,"[75, 80, 82, 79, 6, 19, 2, 88, 74]",0.309,39,79,0
85,1,0,"[99, 49]",0.244,55,99,94
85,1,0,"[99, 49]",0.244,55,49,37
86,0,4,"[68, 61, 79, 14, 92, 21, 39, 65, 53, 35]",0.048,43,53,38
86,0,4,"[68, 61, 79, 14, 92, 21, 39, 65, 53, 35]",0.048,43,68,59
86,0,4,"[68, 61, 79, 14, 92, 21, 39, 65, 53, 35]",0.048,43,92,45
86,0,4,"[68, 61, 79, 14, 92, 21, 39, 65, 53, 35]",0.048,43,79,32
86,0,4,"[68, 61, 79, 14, 92, 21, 39, 65, 53, 35]",0.048,43,35,80
87,0,1,"[80, 37]",0.358,82,37,29
87,0,1,"[80, 37]",0.358,82,80,65
88,0,2,"[40, 54, 4, 47, 46]",0.387,38,4,6
88,0,2,"[40, 54, 4, 47, 46]",0.387,38,54,6
88,0,2,"[40, 54, 4, 47, 46]",0.387,38,40,6
88,0,2,"[40, 54, 4, 47, 46]",0.387,38,46,51
88,0,2,"[40, 54, 4, 47, 46]",0.387,38,47,94
89,1,1,"[40, 22, 15, 56, 99, 9, 46, 36, 21]",0.38,82,36,92
89,1,1,"[40, 22, 15, 56, 99, 9, 46, 36, 21]",0.38,82,22,10
89,1,1,"[40, 22, 15, 56, 99, 9, 46, 36, 21]",0.38,82,99,53
89,1,1,"[40, 22, 15, 56, 99, 9, 46, 36, 21]",0.38,82,56,62
89,1,1,"[40, 22, 15, 56, 99, 9, 46, 36, 21]",0.38,82,46,81
90,0,0,"[79, 76, 41]",0.482,67,76,55
90,0,0,"[79, 76, 41]",0.482,67,79,93
90,0,0,"[79, 76, 41]",0.482,67,41,18
91,1,2,"[36, 0, 50, 35, 30, 33, 34, 1]",0.27,54,34,69
91,1,2,"[36, 0, 50, 35, 30, 33, 34, 1]",0.27,54,30,77
91,1,2,"[36, 0, 50, 35, 30, 33, 34, 1]",0.27,54,50,84
91,1,2,"[36, 0, 50, 35, 30, 33, 34, 1]",0.27,54,0,45
91,1,2,"[36, 0, 50, 35, 30, 33, 34, 1]",0.27,54,33,92
92,0,3,[34],0.353,57,34,31
93,0,1,[13],0.298,77,13,99
94,1,4,"[97, 74, 34, 98, 35, 2]",0.195,20,97,6
94,1,4,"[97, 74, 34, 98, 35, 2]",0.195,20,74,19
94,1,4,"[97, 74, 34, 98, 35, 2]",0.195,20,35,69
94,1,4,"[97, 74, 34, 98, 35, 2]",0.195,20,2,17
94,1,4,"[97, 74, 34, 98, 35, 2]",0.195,20,98,62
95,0,4,"[50, 72, 28, 7]",0.318,13,7,19
95,0,4,"[50, 72, 28, 7]",0.318,13,72,51
95,0,4,"[50, 72, 28, 7]",0.318,13,50,74
95,0,4,"[50, 72, 28, 7]",0.318,13,28,68
96,0,0,"[6, 35, 86]",0.242,97,6,37
96,0,0,"[6, 35, 86]",0.242,97,86,24
96,0,0,"[6, 35, 86]",0.242,97,35,26
97,1,2,"[1, 63]",0.3,16,1,60
97,1,2,"[1, 63]",0.3,16,63,95
98,0,3,"[42, 36]",0.408,95,42,24
98,0,3,"[42, 36]",0.408,95,36,60
99,0,0,"[73, 40, 11, 53, 74, 19]",0.275,59,11,77
99,0,0,"[73, 40, 11, 53, 74, 19]",0.275,59,19,31
99,0,0,"[73, 40, 11, 53, 74, 19]",0.275,59,53,55
99,0,0,"[73, 40, 11, 53, 74, 19]",0.275,59,74,55
99,0,0,"[73, 40, 11, 53, 74, 19]",0.275,59,40,50
100,0,2,"[7, 29, 44, 79, 24, 76, 58, 14, 97]",0.422,36,97,25
100,0,2,"[7, 29, 44, 79, 24, 76, 58, 14, 97]",0.422,36,14,18
100,0,2,"[7, 29, 44, 79, 24, 76, 58, 14, 97]",0.422,36,58,6
100,0,2,"[7, 29, 44, 79, 24, 76, 58, 14, 97]",0.422,36,24,2
100,0,2,"[7, 29, 44, 79, 24, 76, 58, 14, 97]",0.422,36,76,33
101,1,4,"[95, 74, 41, 12, 97]",0.023,27,41,75
101,1,4,"[95, 74, 41, 12, 97]",0.023,27,97,45
101,1,4,"[95, 74, 41, 12, 97]",0.023,27,95,94
101,1,4,"[95, 74, 41, 12, 97]",0.023,27,74,15
101,1,4,"[95, 74, 41, 12, 97]",0.023,27,12,46
102,1,3,"[38, 80, 42, 76, 45, 84, 12, 8, 28]",0.014,23,38,29
102,1,3,"[38, 80, 42, 76, 45, 84, 12, 8, 28]",0.014,23,84,63
102,1,3,"[38, 80, 42, 76, 45, 84, 12, 8, 28]",0.014,23,28,41
102,1,3,"[38, 80, 42, 76, 45, 84, 12, 8, 28]",0.014,23,45,73
